file,group,rank,mDEratio,mL,mEN,mTT,mLAM
pks0507+17_lc_liner.csv,Mid,31,19.7090990608358,16.712991151284694,2.7201781829314866,26.385433877426426,0.9788434414668548
pmn_j0852-5755_lc_liner.csv,Mid,32,19.64685905099793,19.44029332669277,2.757525821914505,28.12781982935621,0.9835280753002272
pks1824-582_lc_liner.csv,Mid,33,19.63596520890104,15.161799298684254,2.43568248788104,24.767277057851945,0.9936203028603476
pmn_j0017-0512_lc_liner.csv,Mid,34,19.598823253971837,14.266956359228706,2.594734546740516,16.526757296410217,0.9718809482609448
4c+31.03_lc_liner.csv,Mid,35,19.553194803922533,12.807934638302427,2.342052636975004,13.78500044308348,0.9659849144183348
s4_1800+44_lc_liner.csv,Mid,36,19.54437869822485,17.686082614118938,2.676470471368623,26.120243166685704,0.9827817531305904
pks0131-522_lc_liner.csv,Mid,37,19.445820316910687,21.90703417473216,3.5899770727655493,32.52376348316082,0.983640081799591
ok630_lc_liner.csv,Mid,38,19.339667445530104,13.593534341186274,2.610250200722825,20.08010824537257,0.9318336278374336
mrc_1036-529_lc_liner.csv,Mid,39,19.32706573777808,32.08964084649069,3.3390195009579977,39.005894755415184,0.9947322212467076
txs2241+406_lc_liner.csv,Mid,40,19.292905685935157,9.62721356026109,2.2572512135201626,14.483814640089722,0.9852088167053364
pks1346-112_lc_liner.csv,Mid,41,19.28281532088253,17.85849618297859,3.3360961842007377,17.809331380325677,0.9770089933275312
pks1451-375_lc_liner.csv,Mid,42,19.23490832655491,63.84273687239384,4.729875066803107,67.21454856618769,0.9956709956709956
pks0403-13_lc_liner.csv,Mid,43,19.17709534263273,12.17629829170445,3.055651544160855,11.962501844273248,0.9807923169267708
pks2155-83_lc_liner.csv,Mid,44,19.168548857971576,11.705979431465996,2.615823640805689,12.949058509441016,0.9655303606756962
txs1700+685_lc_liner.csv,Mid,45,19.14027088641828,9.227483878704188,2.4112166840302813,11.456835191192388,0.9523532829750144
4c+40.25_lc_liner.csv,Mid,46,19.10034924999595,39.2498736441009,3.809401015559928,56.604984340153486,0.970615486432826
