file,tau,m,m_use,mD,mL,mEN,mTT,rank,group
mg2_j071354+1934_lc_liner.csv,10,3,3,0.9695955500493421,25.72300310472334,3.039982328745819,25.353538658820767,23,High
pks1346-112_lc_liner.csv,9,3,3,0.968427728414391,17.85849618297859,3.3360961842007377,17.809331380325677,24,High
pks_b2258-022_lc_liner.csv,29,4,4,0.9656937142128598,9.084838916569147,2.8140061748359915,12.220734326175835,25,High
pks1004-217_lc_liner.csv,20,5,5,0.9634673398064212,12.649178280930688,2.739557747287903,16.837279539290844,26,High
pmn_j0852-5755_lc_liner.csv,3,4,4,0.9631952142773205,19.44029332669277,2.757525821914505,28.127819829356206,27,High
pks1329-049_lc_liner.csv,4,4,4,0.9614438421637364,20.11198103768477,2.7599317964529795,30.257041436295204,28,High
b2_1846+32a_lc_liner.csv,11,5,5,0.9613412018397625,12.691567516077304,2.8279329115578298,16.04259243455777,29,High
pks2144+092_lc_liner.csv,7,4,4,0.9600887909207023,10.52888287101884,2.729883667493932,12.593530808316256,30,High
s4_1800+44_lc_liner.csv,3,5,5,0.9571510866517172,17.686082614118938,2.676470471368623,26.120243166685704,31,High
pks1824-582_lc_liner.csv,5,4,4,0.9566533580598314,15.161799298684254,2.43568248788104,24.767277057851945,32,High
gb6_j0742+5444_lc_liner.csv,15,10,10,0.9560795921049525,10.93146312768003,2.4486998758250813,13.819471293883083,33,High
nrao676_lc_liner.csv,4,5,5,0.9553214714031082,13.501126389826897,2.5125192742944575,20.343963349528163,34,High
pks2032+107_lc_liner.csv,11,5,5,0.9541719764865324,11.634607160984066,2.557086905506066,17.518092384606508,35,High
pmn_j0531-4827_lc_liner.csv,15,6,6,0.9540651655164138,16.001310760084838,2.7484231111907684,19.901151508825023,36,High
pks0131-522_lc_liner.csv,2,4,4,0.9539761025533435,21.907034174732157,3.5899770727655493,32.52376348316082,37,High
pks0528+134_lc_liner.csv,4,4,4,0.9510356494908768,16.640240064187854,2.820189022016319,17.41249964390271,38,High
h1426+428_lc_liner.csv,10,4,4,0.9497137320782917,7.48352194972791,2.4824645490480313,6.36410246192153,39,High
pks1313-333_lc_liner.csv,8,4,4,0.9486301780185696,12.236890933884439,2.736978657650973,17.85410450760617,40,High
pks2155-83_lc_liner.csv,6,4,4,0.9451858082700062,11.705979431465995,2.615823640805689,12.949058509441016,41,High
b2_1504+37_lc_liner.csv,3,4,4,0.9440657874865362,12.806784263484682,2.6506751152059067,17.901737917830992,42,High
b3_1708+433_lc_liner.csv,6,5,5,0.941885484852064,9.157120188008175,2.23755588497067,14.683313529290524,43,High
ok630_lc_liner.csv,4,4,4,0.9407116294124485,13.593534341186274,2.610250200722825,20.08010824537257,44,High
pmn_j2141-6411_lc_liner.csv,8,5,5,0.939482700661588,11.655429836556515,2.6750080362786686,15.87903112922111,45,High
1ES2322-409_lc_liner.csv,11,4,4,0.9391168527801226,10.186522941611688,2.6612187977674786,12.508098397248627,46,High
ot081_lc_liner.csv,3,4,4,0.9381579243315302,13.314212956406347,2.4536075609981514,20.33208414941759,47,High
oj248_lc_liner.csv,11,3,3,0.937350476548478,15.779946811375291,2.89109480852534,21.47117408523041,48,High
